payment_id,client_number,payment_ordered_on,payment_currency,payment_amount,gbp_payment_amount
PI1772973,346555,2020-07-30T00:00:00,CNY,108789.77,11899.66
PI1792394,346555,2020-09-21T00:00:00,CNY,656134.93,72181.6
PI1905903,346555,2020-09-24T00:00:00,CNY,291490.42,33259.27
PI1921768,346555,2020-10-14T00:00:00,CNY,222275.55,25690.54
PI1921769,346555,2020-10-19T00:00:00,CNY,171674.84,19842.13
PI1994994,346555,2020-11-01T00:00:00,CNY,109678.63,12433.57
PI1865635,346555,2020-11-03T00:00:00,CNY,46623.71,5312.47
PI1994996,346555,2020-12-06T00:00:00,CNY,73236.96,8392.74
PI1997120,346555,2020-12-09T00:00:00,CNY,143447.67,16455.1
PI1957892,346555,2020-12-28T00:00:00,CNY,123545.64,14070.91
PI1951593,346555,2021-01-06T00:00:00,CNY,116730.78,13254.43
PI1962402,346555,2021-01-12T00:00:00,CNY,381436.55,43423.13
PI2007921,346555,2021-02-10T00:00:00,CNY,67768.83,7590.95
PI1615437,346576,2020-03-27T00:00:00,CNY,63095.13,7243.9
PI1664224,346641,2020-05-13T00:00:00,CNY,55329.11,6130.58
PI1697063,346641,2020-05-19T00:00:00,CNY,277150.5,31893.45
PI1738701,346641,2020-06-07T00:00:00,CNY,93173.09,10544.39
PI1738752,346641,2020-07-07T00:00:00,CNY,7730.85,874.9
PI1738739,346641,2020-08-16T00:00:00,CNY,212585.55,24058.29
PI1756122,346641,2020-09-06T00:00:00,CNY,509.0,56.05
PI1827011,346641,2020-09-24T00:00:00,CNY,160891.18,18037.97
PI1826211,346641,2020-10-17T00:00:00,CNY,171292.47,19204.08
PI1906753,346641,2020-10-23T00:00:00,CNY,143654.1,16391.04
PI1999082,346641,2020-12-21T00:00:00,CNY,29520.53,3336.99
PI2008937,346796,2020-12-26T00:00:00,CNY,22919.9,2567.31
PI2008914,346796,2020-12-27T00:00:00,CNY,89130.3,9983.69
PI1991563,346796,2021-01-07T00:00:00,CNY,229690.75,25858.13
PI1991610,346796,2021-02-03T00:00:00,CNY,245644.12,27654.13
PI904416,346876,2019-01-19T00:00:00,CNY,80497.33,9220.66
PI1358007,347200,2019-12-08T00:00:00,CNY,11324.59,1222.6
PI1411275,347200,2020-02-01T00:00:00,CNY,14474.22,1599.74
PI1696731,347200,2020-07-28T00:00:00,CNY,4007.15,461.13
PI1047388,347952,2019-05-06T00:00:00,CNY,45049.15,5165.96
PI1023391,347952,2019-05-28T00:00:00,CNY,9551.03,1084.66
PI935911,349047,2019-03-23T00:00:00,CNY,880164.23,98699.01
PI916500,349047,2019-03-29T00:00:00,CNY,1101635.51,123991.78
PI1000321,349047,2019-06-03T00:00:00,CNY,197251.58,22463.27
PI1518476,349047,2020-02-08T00:00:00,CNY,2347853.79,259807.14
PI1538492,349047,2020-02-15T00:00:00,CNY,545844.92,65819.71
PI1166705,349111,2019-09-06T00:00:00,CNY,33863.04,3951.78
PI1398356,349111,2019-12-13T00:00:00,CNY,29872.52,3260.7
PI1575308,349111,2020-03-06T00:00:00,CNY,5135.18,584.84
PI1538706,349111,2020-03-11T00:00:00,CNY,22017.34,2613.45
PI1592784,349111,2020-05-04T00:00:00,CNY,7857.33,897.05
PI1753619,349111,2020-06-28T00:00:00,CNY,6129.37,679.03
PI1667985,349111,2020-07-12T00:00:00,CNY,8537.42,945.96
PI1919883,349111,2020-10-29T00:00:00,CNY,9816.0,1124.37
PI1588269,349225,2020-03-12T00:00:00,CNY,293950.32,33311.08
PI1588088,349225,2020-05-02T00:00:00,CNY,1500.65,172.33
PI1588862,349225,2020-05-18T00:00:00,CNY,584335.66,66218.18
PI1131858,349757,2019-08-16T00:00:00,CNY,3227.33,382.74
PI1131581,349757,2019-08-19T00:00:00,CNY,6089.07,714.33
PI934059,35017,2019-04-04T00:00:00,CNY,17583.55,1971.77
PI1097782,35017,2019-08-08T00:00:00,CNY,11261.64,1310.33
PI1966538,350552,2020-10-17T00:00:00,CNY,110542.04,12637.07
PI1928618,350552,2020-10-17T00:00:00,CNY,203943.84,23379.09
PI1954786,350552,2020-10-18T00:00:00,CNY,908.5,103.12
PI1893255,350552,2020-10-28T00:00:00,CNY,140270.39,16192.87
PI1984832,350552,2020-11-09T00:00:00,CNY,75991.97,8705.3
PI949707,351204,2019-04-11T00:00:00,CNY,27890.84,3142.38
PI989685,351204,2019-05-23T00:00:00,CNY,16262.02,1867.76
PI1207574,351204,2019-09-04T00:00:00,CNY,39551.02,4504.74
PI1258980,351620,2019-09-25T00:00:00,CNY,128929.69,14183.84
PI937816,351798,2019-03-11T00:00:00,CNY,34598.51,3897.14
PI1068121,351798,2019-05-13T00:00:00,CNY,8733.55,1001.3
PI1632538,352159,2020-04-20T00:00:00,CNY,138360.31,15958.45
PI1796798,352159,2020-07-04T00:00:00,CNY,518932.56,57374.41
PI1790443,352159,2020-07-05T00:00:00,CNY,204169.19,22364.91
PI1794772,352159,2020-07-09T00:00:00,CNY,278524.94,30640.61
PI1789012,352159,2020-08-01T00:00:00,CNY,171784.15,18914.43
PI1805103,352159,2020-08-15T00:00:00,CNY,344600.05,37891.15
PI1840461,352159,2020-08-19T00:00:00,CNY,134445.79,15292.68
PI1783075,352159,2020-08-22T00:00:00,CNY,115857.83,12732.59
PI1792780,352159,2020-09-11T00:00:00,CNY,295091.08,32463.06
PI1915248,352159,2020-09-16T00:00:00,CNY,112984.89,13050.71
PI1862478,352159,2020-09-17T00:00:00,CNY,266446.65,30429.83
PI1862467,352159,2020-09-27T00:00:00,CNY,38992.3,4453.16
PI1862447,352159,2020-10-01T00:00:00,CNY,247511.46,28267.32
PI1800761,352159,2020-10-01T00:00:00,CNY,499050.33,55015.43
PI1938605,352159,2020-10-03T00:00:00,CNY,1071618.06,123453.34
PI1862432,352159,2020-10-09T00:00:00,CNY,50721.95,5792.76
PI1810019,352159,2020-10-11T00:00:00,CNY,104166.48,11379.34
PI1862484,352159,2020-10-11T00:00:00,CNY,441917.87,50469.71
PI1852374,352159,2020-10-23T00:00:00,CNY,287742.53,33092.2
PI2003769,352159,2020-12-24T00:00:00,CNY,1006705.09,113874.87
PI1997891,352159,2021-01-31T00:00:00,CNY,16004.18,1835.86
PI1999301,352159,2021-02-01T00:00:00,CNY,275062.45,31114.08
PI1005785,352503,2019-05-18T00:00:00,CNY,18539.22,2090.7
PI971343,352503,2019-05-22T00:00:00,CNY,17068.59,1941.2
PI1086021,352503,2019-05-22T00:00:00,CNY,17248.76,1991.02
PI1072090,352503,2019-06-05T00:00:00,CNY,110711.31,12717.15
PI1077302,352503,2019-07-11T00:00:00,CNY,36869.49,4209.46
PI1184212,352503,2019-07-12T00:00:00,CNY,31864.04,3655.57
PI1206760,352503,2019-07-28T00:00:00,CNY,118262.37,13469.72
PI1119553,352503,2019-08-07T00:00:00,CNY,83520.45,9704.34
PI1204520,352503,2019-09-09T00:00:00,CNY,93590.95,10659.72
PI1311814,352503,2019-10-15T00:00:00,CNY,2882.85,319.6
PI1327926,352503,2019-12-20T00:00:00,CNY,277891.01,30754.29
PI1585001,352503,2020-03-16T00:00:00,CNY,151753.99,17148.73
PI1610220,352503,2020-03-20T00:00:00,CNY,98467.99,11207.75
PI1610192,352503,2020-04-29T00:00:00,CNY,107172.52,12198.51
PI1661276,352503,2020-06-23T00:00:00,CNY,39241.28,4371.42
PI1757264,352503,2020-09-03T00:00:00,CNY,453820.23,49973.42
PI1484049,353415,2020-01-20T00:00:00,CNY,5823.37,638.07
PI1701620,353415,2020-07-22T00:00:00,CNY,80264.01,9236.48
PI969184,353442,2019-02-17T00:00:00,CNY,59.54,6.8
PI977911,353442,2019-05-11T00:00:00,CNY,524.12,59.8
PI1112056,353510,2019-08-06T00:00:00,CNY,20608.83,2383.51
PI1114015,353510,2019-08-27T00:00:00,CNY,5670.12,658.56
PI1357484,353555,2019-10-16T00:00:00,CNY,48168.09,5196.16
PI1370072,353555,2019-11-22T00:00:00,CNY,37823.32,4123.99
PI1271441,353800,2019-10-17T00:00:00,CNY,40143.53,4392.65
PI1427579,353800,2020-01-23T00:00:00,CNY,182625.15,20426.19
PI1731426,353800,2020-08-03T00:00:00,CNY,65463.27,7421.76
PI1863501,353800,2020-09-09T00:00:00,CNY,94166.71,10729.69
PI1888641,353800,2020-11-09T00:00:00,CNY,286623.82,33005.04
PI1998217,353800,2020-11-17T00:00:00,CNY,184220.47,20824.22
PI1998218,353800,2020-11-19T00:00:00,CNY,43695.64,4939.34
PI1998222,353800,2020-12-05T00:00:00,CNY,134469.82,15200.42
PI2005568,353800,2020-12-17T00:00:00,CNY,21136.76,2379.66
PI2007062,353800,2020-12-18T00:00:00,CNY,140551.59,15743.52
PI2005553,353800,2021-01-07T00:00:00,CNY,188813.85,21257.4
PI2005556,353800,2021-02-02T00:00:00,CNY,348186.79,39200.22
PI2005564,353800,2021-02-16T00:00:00,CNY,174682.15,19666.39
PI1917176,353925,2020-10-17T00:00:00,CNY,65395.77,7567.2
PI965459,354059,2019-02-15T00:00:00,CNY,107104.52,12185.41
PI935508,354059,2019-02-26T00:00:00,CNY,1410294.07,158146.2
PI987440,354059,2019-05-15T00:00:00,CNY,235747.26,27035.29
PI1136521,354059,2019-06-21T00:00:00,CNY,62690.74,7490.83
PI1136522,354059,2019-08-06T00:00:00,CNY,317398.76,37925.53
PI1165985,354059,2019-08-18T00:00:00,CNY,700800.38,81891.65
PI1149435,354059,2019-08-29T00:00:00,CNY,410395.96,47879.38
PI1264407,354059,2019-09-15T00:00:00,CNY,308092.92,33887.55
PI1149666,354059,2019-09-21T00:00:00,CNY,1635525.7,191339.93
PI1264406,354059,2019-10-08T00:00:00,CNY,520014.45,57197.09
PI1358759,354059,2019-10-25T00:00:00,CNY,457343.61,49598.56
PI1574820,354059,2020-04-29T00:00:00,CNY,908967.18,103520.68
PI1659128,354059,2020-07-19T00:00:00,CNY,743115.83,83477.73
PI1081332,354992,2019-05-24T00:00:00,CNY,69715.6,7990.18
PI1070553,354992,2019-06-04T00:00:00,CNY,54789.22,6293.51
PI1105510,354992,2019-07-17T00:00:00,CNY,112557.24,13096.43
PI1190462,354992,2019-08-23T00:00:00,CNY,91358.29,10480.18
PI1226330,354992,2019-08-29T00:00:00,CNY,210912.04,23882.9
PI1127088,354992,2019-08-30T00:00:00,CNY,273808.2,31858.31
PI1178220,354992,2019-09-07T00:00:00,CNY,261636.52,30015.99
PI1160004,354992,2019-09-08T00:00:00,CNY,357168.44,41915.01
PI1138384,354992,2019-09-09T00:00:00,CNY,173753.0,20609.6
PI1226326,354992,2019-09-10T00:00:00,CNY,289457.15,32777.06
PI1273531,354992,2019-09-22T00:00:00,CNY,91295.64,10024.43
PI1172592,354992,2019-10-01T00:00:00,CNY,402595.02,46048.59
PI1212765,354992,2019-10-14T00:00:00,CNY,492298.63,55545.72
PI1337607,354992,2019-10-18T00:00:00,CNY,409290.52,45205.8
PI1351992,354992,2019-10-23T00:00:00,CNY,141307.48,15243.62
PI1223726,354992,2019-10-29T00:00:00,CNY,102968.52,11659.78
PI1287343,354992,2019-11-04T00:00:00,CNY,309113.63,34026.34
PI1223724,354992,2019-11-05T00:00:00,CNY,39990.45,4528.37
PI1300436,354992,2019-11-08T00:00:00,CNY,116598.75,13025.74
PI1311943,354992,2019-11-08T00:00:00,CNY,35599.95,3942.84
PI1260726,354992,2019-11-09T00:00:00,CNY,112850.86,12412.62
PI1260727,354992,2019-11-10T00:00:00,CNY,231864.44,25503.08
PI1327169,354992,2019-11-28T00:00:00,CNY,163317.86,17971.34
PI1311942,354992,2019-11-30T00:00:00,CNY,61888.4,6854.39
PI1436299,354992,2019-12-04T00:00:00,CNY,353541.66,38932.47
PI1386321,354992,2019-12-19T00:00:00,CNY,490222.63,53609.08
PI1443284,354992,2020-01-02T00:00:00,CNY,262741.95,28726.57
PI1484161,354992,2020-01-05T00:00:00,CNY,124357.74,13744.92
PI1426391,354992,2020-01-12T00:00:00,CNY,142756.58,15994.37
PI1497159,354992,2020-01-13T00:00:00,CNY,56102.13,6220.22
PI1365456,354992,2020-01-20T00:00:00,CNY,65846.58,7098.5
PI1548704,354992,2020-02-12T00:00:00,CNY,264755.51,31612.96
PI1436312,354992,2020-02-21T00:00:00,CNY,361273.3,40051.22
PI1584186,354992,2020-03-02T00:00:00,CNY,518936.12,58806.96
PI1571880,354992,2020-03-07T00:00:00,CNY,11088.64,1267.44
PI1526512,354992,2020-03-08T00:00:00,CNY,203966.26,23433.95
PI1555914,354992,2020-03-23T00:00:00,CNY,42491.64,4818.81
PI1538491,354992,2020-03-25T00:00:00,CNY,78501.61,9464.14
PI1513099,354992,2020-03-31T00:00:00,CNY,194575.02,21903.68
PI1560724,354992,2020-04-01T00:00:00,CNY,7103.36,818.46
PI1484162,354992,2020-04-06T00:00:00,CNY,12578.93,1390.31
PI1548705,354992,2020-04-07T00:00:00,CNY,165070.22,19710.1
PI1571881,354992,2020-04-26T00:00:00,CNY,371438.13,42455.79
PI1555913,354992,2020-05-04T00:00:00,CNY,58274.42,6608.68
PI1624198,354992,2020-05-05T00:00:00,CNY,490099.76,56612.48
PI1548698,354992,2020-05-06T00:00:00,CNY,34946.96,4068.48
PI1672265,354992,2020-05-10T00:00:00,CNY,138704.37,15520.89
PI1601985,354992,2020-05-11T00:00:00,CNY,365451.99,41517.67
PI1683762,354992,2020-05-28T00:00:00,CNY,84407.3,9651.65
PI1694775,354992,2020-06-03T00:00:00,CNY,222966.41,25658.14
PI1635996,354992,2020-06-04T00:00:00,CNY,219526.54,24928.81
PI1744269,354992,2020-06-10T00:00:00,CNY,18739.12,2102.09
PI1617847,354992,2020-06-13T00:00:00,CNY,308763.32,35031.05
PI1721221,354992,2020-06-18T00:00:00,CNY,63725.03,7187.61
PI1756388,354992,2020-06-18T00:00:00,CNY,21734.68,2376.67
PI1770544,354992,2020-06-20T00:00:00,CNY,38849.23,4270.46
PI1734967,354992,2020-06-22T00:00:00,CNY,295848.94,33728.39
PI1734974,354992,2020-06-24T00:00:00,CNY,175.36,19.99
PI1646107,354992,2020-07-03T00:00:00,CNY,256745.06,29155.23
PI1713523,354992,2020-07-07T00:00:00,CNY,3042.08,346.37
PI1713524,354992,2020-07-08T00:00:00,CNY,57187.91,6511.35
PI1792306,354992,2020-07-10T00:00:00,CNY,522428.43,57227.36
PI1659808,354992,2020-07-16T00:00:00,CNY,335233.9,37330.24
PI1734966,354992,2020-07-17T00:00:00,CNY,64200.59,7319.22
PI1694776,354992,2020-07-24T00:00:00,CNY,194677.91,22402.81
PI1683764,354992,2020-07-27T00:00:00,CNY,12962.58,1482.22
PI1744268,354992,2020-08-01T00:00:00,CNY,38896.32,4363.27
PI1852171,354992,2020-08-21T00:00:00,CNY,70198.42,8078.44
PI1865392,354992,2020-08-21T00:00:00,CNY,101121.98,11516.73
PI1756346,354992,2020-08-25T00:00:00,CNY,16963.36,1867.96
PI1721222,354992,2020-08-25T00:00:00,CNY,229834.63,25923.3
PI1802462,354992,2020-08-26T00:00:00,CNY,372088.86,40937.87
PI1781828,354992,2020-08-26T00:00:00,CNY,157937.45,17357.08
PI1876991,354992,2020-08-27T00:00:00,CNY,313998.5,36087.75
PI1781827,354992,2020-09-04T00:00:00,CNY,141390.0,15538.54
PI1910140,354992,2020-09-09T00:00:00,CNY,318312.3,36384.97
PI1756347,354992,2020-09-13T00:00:00,CNY,30889.29,3377.73
PI1815274,354992,2020-09-17T00:00:00,CNY,133032.13,14647.71
PI1910139,354992,2020-09-18T00:00:00,CNY,68815.74,7866.05
PI1815273,354992,2020-09-19T00:00:00,CNY,34123.19,3757.19
PI1828300,354992,2020-09-21T00:00:00,CNY,76721.39,8635.43
PI1887343,354992,2020-09-24T00:00:00,CNY,29344.91,3349.05
PI1852170,354992,2020-10-03T00:00:00,CNY,13864.81,1595.56
PI1887345,354992,2020-10-05T00:00:00,CNY,11384.9,1299.33
PI1945568,354992,2020-10-10T00:00:00,CNY,293324.18,33666.03
PI1828299,354992,2020-10-11T00:00:00,CNY,41969.63,4723.92
PI1966241,354992,2020-11-07T00:00:00,CNY,70422.47,8050.63
PI1899253,354992,2020-11-11T00:00:00,CNY,130532.75,14918.79
PI1966240,354992,2020-11-12T00:00:00,CNY,21581.6,2467.19
PI1955404,354992,2020-11-14T00:00:00,CNY,91985.81,10491.32
PI1876992,354992,2020-11-20T00:00:00,CNY,28000.88,3176.21
PI1988363,354992,2020-11-24T00:00:00,CNY,473347.16,53660.63
PI1943269,354992,2020-11-24T00:00:00,CNY,143325.49,16450.07
PI1977540,354992,2020-11-24T00:00:00,CNY,419453.54,47826.42
PI1936375,354992,2020-11-26T00:00:00,CNY,111335.73,12826.18
PI1921749,354992,2020-11-27T00:00:00,CNY,503891.68,58015.28
PI1955402,354992,2020-12-23T00:00:00,CNY,151207.97,17245.83
PI1236662,355411,2019-08-31T00:00:00,CNY,521.63,59.76
PI1224643,355411,2019-10-12T00:00:00,CNY,291.97,33.16
PI1251981,355411,2019-10-12T00:00:00,CNY,51.97,5.94
PI1217497,355411,2019-10-20T00:00:00,CNY,212.32,24.11
PI1220515,355411,2019-10-31T00:00:00,CNY,14.17,1.61
PI1229840,355411,2019-11-09T00:00:00,CNY,3401.1,386.31
PI1843963,355411,2020-08-03T00:00:00,CNY,208.25,23.76
PI1895355,355411,2020-10-04T00:00:00,CNY,182.42,21.07
PI1898314,355411,2020-10-22T00:00:00,CNY,1782.88,204.55
PI1841479,355411,2020-10-27T00:00:00,CNY,557.29,63.39
PI1128705,355620,2019-08-18T00:00:00,CNY,40956.55,4765.4
PI1035800,356381,2019-04-04T00:00:00,CNY,134743.21,15376.42
PI1089411,356381,2019-05-11T00:00:00,CNY,27086.92,3126.64
PI1094026,356381,2019-05-13T00:00:00,CNY,59559.59,6887.9
PI1047890,356381,2019-05-23T00:00:00,CNY,71930.17,8212.45
PI1123384,356381,2019-06-05T00:00:00,CNY,2443.9,284.09
PI1089152,356381,2019-06-10T00:00:00,CNY,14209.23,1640.17
PI1150139,356381,2019-07-02T00:00:00,CNY,34628.46,4051.18
PI1160845,356381,2019-07-03T00:00:00,CNY,48245.29,5690.6
PI1050444,356381,2019-07-03T00:00:00,CNY,60694.43,6929.64
PI1186521,356381,2019-07-17T00:00:00,CNY,31384.96,3627.15
PI1048490,356381,2019-07-19T00:00:00,CNY,31442.36,3589.86
PI1195632,356381,2019-07-26T00:00:00,CNY,121717.48,13884.88
PI1128134,356381,2019-08-05T00:00:00,CNY,71446.06,8314.51
PI1150143,356381,2019-08-07T00:00:00,CNY,60840.76,7117.75
PI1161090,356381,2019-08-07T00:00:00,CNY,16868.93,1989.71
PI1118961,356381,2019-08-12T00:00:00,CNY,140807.91,16392.33
PI1153254,356381,2019-08-20T00:00:00,CNY,44578.64,5212.36
PI1251676,356381,2019-08-23T00:00:00,CNY,243699.53,27860.4
PI1112422,356381,2019-08-26T00:00:00,CNY,26134.85,3035.43
PI1217735,356381,2019-09-07T00:00:00,CNY,21078.29,2376.7
PI1332644,356381,2019-10-04T00:00:00,CNY,9854.8,1084.64
PI1195589,356381,2019-10-14T00:00:00,CNY,27067.99,3069.75
PI1279417,356381,2019-10-23T00:00:00,CNY,94394.05,10388.54
PI1255001,356381,2019-10-25T00:00:00,CNY,93014.88,10279.17
PI1302088,356381,2019-11-17T00:00:00,CNY,16671.08,1849.76
PI1655434,356553,2020-05-02T00:00:00,CNY,150280.03,16881.67
PI1655585,356553,2020-05-30T00:00:00,CNY,10992.95,1234.89
PI1694758,356553,2020-06-07T00:00:00,CNY,104671.98,11837.17
PI1768796,356553,2020-07-29T00:00:00,CNY,138576.85,15222.3
PI1817677,356553,2020-09-16T00:00:00,CNY,62972.14,6920.25
PI1923128,356553,2020-10-08T00:00:00,CNY,87010.29,10056.62
PI1271394,356568,2019-11-20T00:00:00,CNY,4258.67,466.0
PI1226987,356616,2019-08-06T00:00:00,CNY,64200.66,7319.74
PI1348145,356616,2019-12-27T00:00:00,CNY,38709.35,4254.44
PI1404996,356616,2020-02-16T00:00:00,CNY,739582.99,81128.5
PI1597151,356616,2020-04-09T00:00:00,CNY,25024.48,2863.51
PI989337,356704,2019-03-26T00:00:00,CNY,2184.96,250.6
PI1007639,356704,2019-05-19T00:00:00,CNY,58802.0,6649.03
PI1035521,356704,2019-06-18T00:00:00,CNY,124252.7,14179.28
PI1059834,356704,2019-07-16T00:00:00,CNY,22783.03,2594.04
PI1114482,356704,2019-08-20T00:00:00,CNY,6154.92,720.64
PI1229002,356704,2019-08-24T00:00:00,CNY,80467.72,9174.41
PI1304391,356704,2019-09-19T00:00:00,CNY,48364.27,5402.98
PI1412706,356704,2019-12-09T00:00:00,CNY,22791.57,2519.0
PI1023522,357314,2019-04-03T00:00:00,CNY,69057.45,7837.74
PI1032417,357314,2019-04-03T00:00:00,CNY,22571.76,2576.3
PI1032427,357314,2019-04-03T00:00:00,CNY,19973.6,2279.75
PI1025881,357314,2019-04-07T00:00:00,CNY,55517.16,6349.3
PI1014612,357314,2019-04-18T00:00:00,CNY,5379.77,604.45
PI1032381,357314,2019-04-27T00:00:00,CNY,198.91,22.7
PI1067011,357314,2019-04-28T00:00:00,CNY,4478.89,514.73
PI1067033,357314,2019-04-29T00:00:00,CNY,53589.45,6158.68
PI1067006,357314,2019-05-01T00:00:00,CNY,19905.4,2287.6
PI1067034,357314,2019-05-03T00:00:00,CNY,7732.74,888.67
PI1066995,357314,2019-05-04T00:00:00,CNY,63748.86,7326.24
PI1025863,357314,2019-05-06T00:00:00,CNY,9597.04,1097.58
PI1002556,357314,2019-05-10T00:00:00,CNY,155.09,17.49
PI1081823,357314,2019-05-10T00:00:00,CNY,8225.79,942.77
PI1014592,357314,2019-05-10T00:00:00,CNY,23190.35,2605.57
PI1032409,357314,2019-05-14T00:00:00,CNY,26060.07,2974.45
PI1032374,357314,2019-05-16T00:00:00,CNY,13296.81,1517.67
PI1023525,357314,2019-05-18T00:00:00,CNY,14645.17,1662.17
PI1114797,357314,2019-05-29T00:00:00,CNY,16582.01,1941.49
PI1067020,357314,2019-05-30T00:00:00,CNY,16530.33,1899.72
PI1032388,357314,2019-06-01T00:00:00,CNY,3980.96,454.38
PI1014601,357314,2019-06-02T00:00:00,CNY,32193.78,3617.16
PI1124945,357314,2019-06-02T00:00:00,CNY,27335.43,3193.84
PI1081817,357314,2019-06-09T00:00:00,CNY,74058.12,8487.88
PI1032406,357314,2019-06-09T00:00:00,CNY,9276.89,1058.85
PI1124946,357314,2019-06-12T00:00:00,CNY,10828.86,1265.23
PI1146801,357314,2019-06-13T00:00:00,CNY,336.72,39.28
PI1114781,357314,2019-06-13T00:00:00,CNY,32029.5,3750.15
PI1067014,357314,2019-06-13T00:00:00,CNY,1053.98,121.13
PI1014588,357314,2019-06-14T00:00:00,CNY,22282.34,2503.55
PI1025868,357314,2019-06-15T00:00:00,CNY,41272.78,4720.22
PI1077452,357314,2019-06-17T00:00:00,CNY,31049.42,3544.97
PI1032397,357314,2019-06-18T00:00:00,CNY,43772.97,4996.16
PI1025872,357314,2019-06-22T00:00:00,CNY,1008.77,115.37
PI1077407,357314,2019-06-22T00:00:00,CNY,1516.57,173.15
PI1067030,357314,2019-06-22T00:00:00,CNY,26925.32,3094.35
PI1077440,357314,2019-06-23T00:00:00,CNY,8311.22,948.91
PI1067026,357314,2019-06-25T00:00:00,CNY,51236.54,5888.28
PI1025855,357314,2019-06-25T00:00:00,CNY,33562.82,3838.46
PI1081829,357314,2019-06-26T00:00:00,CNY,48551.87,5564.58
PI1139486,357314,2019-06-26T00:00:00,CNY,7288.87,864.56
PI1032393,357314,2019-06-30T00:00:00,CNY,33075.12,3775.13
PI1139460,357314,2019-07-04T00:00:00,CNY,42872.23,5085.26
PI1146776,357314,2019-07-05T00:00:00,CNY,39328.47,4588.31
PI1139425,357314,2019-07-06T00:00:00,CNY,67848.14,8047.77
PI1081837,357314,2019-07-07T00:00:00,CNY,31873.62,3653.07
PI1066986,357314,2019-07-08T00:00:00,CNY,59030.87,6784.04
PI1032378,357314,2019-07-10T00:00:00,CNY,2226.24,254.1
PI1077429,357314,2019-07-12T00:00:00,CNY,7796.72,890.17
PI1081844,357314,2019-07-13T00:00:00,CNY,24344.43,2790.14
PI1077446,357314,2019-07-13T00:00:00,CNY,332.22,37.93
PI1114794,357314,2019-07-14T00:00:00,CNY,20463.61,2395.97
PI1114775,357314,2019-07-19T00:00:00,CNY,10250.03,1200.12
PI1077414,357314,2019-07-19T00:00:00,CNY,42712.33,4876.55
PI1114773,357314,2019-07-27T00:00:00,CNY,9712.46,1137.18
PI1077394,357314,2019-07-28T00:00:00,CNY,16230.17,1853.03
PI1066955,357314,2019-07-28T00:00:00,CNY,7376.33,847.71
PI1114748,357314,2019-07-29T00:00:00,CNY,4878.7,571.22
PI1067001,357314,2019-07-30T00:00:00,CNY,2615.11,300.54
PI1146788,357314,2019-08-01T00:00:00,CNY,8296.44,967.92
PI1174717,357314,2019-08-01T00:00:00,CNY,48758.78,5577.0
PI1114788,357314,2019-08-02T00:00:00,CNY,33345.09,3904.18
PI1139447,357314,2019-08-03T00:00:00,CNY,10422.86,1236.3
PI1077480,357314,2019-08-03T00:00:00,CNY,42394.09,4840.21
PI1114767,357314,2019-08-08T00:00:00,CNY,19466.17,2279.18
PI1114754,357314,2019-08-16T00:00:00,CNY,583.66,68.34
PI1114758,357314,2019-08-19T00:00:00,CNY,1770.07,207.25
PI1242743,357314,2019-08-25T00:00:00,CNY,62593.42,7171.11
PI1211788,357314,2019-08-25T00:00:00,CNY,31816.71,3591.86
PI1114738,357314,2019-08-25T00:00:00,CNY,1781.46,208.58
PI1211782,357314,2019-08-28T00:00:00,CNY,70990.23,8014.26
PI1174714,357314,2019-08-28T00:00:00,CNY,81682.56,9342.81
PI1114805,357314,2019-09-02T00:00:00,CNY,4510.48,528.11
PI1139420,357314,2019-09-03T00:00:00,CNY,456.67,54.17
PI1146787,357314,2019-09-08T00:00:00,CNY,59813.51,6978.22
PI1146794,357314,2019-09-13T00:00:00,CNY,579.54,67.61
PI1139440,357314,2019-09-14T00:00:00,CNY,67966.63,8061.82
PI1146767,357314,2019-09-15T00:00:00,CNY,58378.8,6810.84
PI1211772,357314,2019-09-16T00:00:00,CNY,5120.59,578.07
PI1139434,357314,2019-09-17T00:00:00,CNY,38315.79,4544.81
PI1174711,357314,2019-09-25T00:00:00,CNY,80407.28,9196.94
PI1211780,357314,2019-09-26T00:00:00,CNY,40086.22,4525.43
PI1242789,357314,2019-10-02T00:00:00,CNY,21497.19,2462.86
PI1174715,357314,2019-10-03T00:00:00,CNY,83193.99,9515.68
PI1307869,357314,2019-10-20T00:00:00,CNY,90394.71,10043.43
PI1307870,357314,2019-10-24T00:00:00,CNY,42969.21,4774.15
PI1323252,357314,2019-10-24T00:00:00,CNY,6932.96,762.6
PI1211774,357314,2019-10-28T00:00:00,CNY,85850.87,9691.91
PI1376961,357314,2019-10-29T00:00:00,CNY,6478.24,704.54
PI1383735,357314,2019-11-02T00:00:00,CNY,78863.44,8633.33
PI1376966,357314,2019-11-02T00:00:00,CNY,14128.09,1536.5
PI1323260,357314,2019-11-05T00:00:00,CNY,61227.04,6734.78
PI1376960,357314,2019-11-08T00:00:00,CNY,6624.52,720.45
PI1383739,357314,2019-11-09T00:00:00,CNY,50593.16,5538.53
PI1289838,357314,2019-11-10T00:00:00,CNY,22261.18,2450.45
PI1323266,357314,2019-11-11T00:00:00,CNY,17792.83,1957.15
PI1340558,357314,2019-11-12T00:00:00,CNY,80011.27,8791.07
PI1307874,357314,2019-11-12T00:00:00,CNY,78.0,8.67
PI1340548,357314,2019-11-17T00:00:00,CNY,45812.25,5033.53
PI1323222,357314,2019-11-18T00:00:00,CNY,27316.02,3004.67
